Name,Year,Type,Genre,MovieScore,Metascore,Duration,MovieColor,MovieLanguage,MovieWorldwideGross,MovieURL,Total_Votes
iZombie,-,TV Series,"['Comedy', 'Crime', 'Drama', 'Horror']",7.9,0,42,Color,English,0,https://www.imdb.com/title/tt3501584/,55401
Archer,-,TV Series,"['Animation', 'Action', 'Comedy']",8.6,0,22,Color,English,0,https://www.imdb.com/title/tt1486217/,126191
The Goonies ,1985,Movie,"['Adventure', 'Comedy', 'Family']",7.8,62,114,Color,English,61749191,https://www.imdb.com/title/tt0089218/,221236
The Vampire Diaries,-,TV Series,"['Drama', 'Fantasy', 'Horror', 'Mystery', 'Romance', 'Thriller']",7.7,0,43,Color,English,0,https://www.imdb.com/title/tt1405406/,264322
Tolkien ,2019,Movie,"['Biography', 'Drama', 'War']",6.9,48,112,Color,English,7776413,https://www.imdb.com/title/tt3361792/,13107
Sex Education,-,TV Series,"['Comedy', 'Drama']",8.3,0,45,Color,English,0,https://www.imdb.com/title/tt7767422/,74445
Preacher,-,TV Series,"['Adventure', 'Drama', 'Fantasy', 'Horror', 'Mystery']",8,0,60,Color,English,0,https://www.imdb.com/title/tt5016504/,59735
Seinfeld,-,TV Series,['Comedy'],8.8,0,22,Color,English,0,https://www.imdb.com/title/tt0098904/,229949
Poldark,-,TV Series,"['Drama', 'History', 'Romance']",8.3,0,60,Color,English,0,https://www.imdb.com/title/tt3636060/,21742
Bones,-,TV Series,"['Comedy', 'Crime', 'Drama', 'Mystery', 'Romance']",7.8,0,40,Color,English,0,https://www.imdb.com/title/tt0460627/,130991
The Crown,-,TV Series,"['Drama', 'History']",8.7,0,58,Color,English,0,https://www.imdb.com/title/tt4786824/,86623
13 Reasons Why,-,TV Series,"['Drama', 'Mystery']",7.9,0,60,Color,English,0,https://www.imdb.com/title/tt1837492/,222069
Succession,-,TV Series,['Drama'],7.9,0,60,Color,English,0,https://www.imdb.com/title/tt7660850/,8941
The Last Czars,-,TV Series,['Documentary'],7.2,0,0,Color,English,0,https://www.imdb.com/title/tt7949606/,3192
Avatar ,2009,Movie,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",7.8,83,162,Color,English,2789968301,https://www.imdb.com/title/tt0499549/,1056821
That '70s Show,-,TV Series,"['Comedy', 'Romance']",8.1,0,22,Color,English,0,https://www.imdb.com/title/tt0165598/,142113
Queer Eye,-,TV Series,['Reality-TV'],8.6,0,45,Color,English,0,https://www.imdb.com/title/tt7259746/,11341
Mr. Robot,-,TV Series,"['Crime', 'Drama', 'Thriller']",8.5,0,49,Color,English,0,https://www.imdb.com/title/tt4158110/,283147
Letterkenny,-,TV Series,['Comedy'],8.6,0,30,Color,English,0,https://www.imdb.com/title/tt4647692/,7659
Shingeki no kyojin,-,TV Series,"['Animation', 'Action', 'Adventure', 'Drama', 'Fantasy', 'Horror']",8.8,0,24,Color,English,0,https://www.imdb.com/title/tt2560140/,127594
Billions,-,TV Series,['Drama'],8.4,0,60,Color,English,0,https://www.imdb.com/title/tt4270492/,58371
Two and a Half Men,-,TV Series,"['Comedy', 'Romance']",7,0,22,Color,English,0,https://www.imdb.com/title/tt0369179/,228390
Breakthrough ,2019,Movie,"['Biography', 'Drama']",6,46,116,Color,English,50444358,https://www.imdb.com/title/tt7083526/,4227
Django Unchained ,2012,Movie,"['Drama', 'Western']",8.4,81,165,Color,English,425368238,https://www.imdb.com/title/tt1853728/,1232499
Suicide Squad ,2016,Movie,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",6,40,123,Color,English,746846894,https://www.imdb.com/title/tt1386697/,543060
The Farewell ,2019,Movie,"['Comedy', 'Drama']",8.1,90,100,Color,Mandarin,15946442,https://www.imdb.com/title/tt8637428/,5696
Booksmart ,2019,Movie,['Comedy'],7.3,84,102,Color,English,24458364,https://www.imdb.com/title/tt1489887/,34480
Gossip Girl,-,TV Series,"['Drama', 'Romance']",7.4,0,42,Color,English,0,https://www.imdb.com/title/tt0397442/,141457
Grantchester,-,TV Series,"['Crime', 'Drama', 'Mystery']",7.9,0,45,Color,English,0,https://www.imdb.com/title/tt3747572/,8214
Above the Shadows ,2019,Movie,"['Fantasy', 'Romance']",5.8,0,111,Color,English,0,https://www.imdb.com/title/tt4622682/,690
UglyDolls ,2019,Movie,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical']",4.7,39,87,Color,English,27530241,https://www.imdb.com/title/tt1946502/,2871
The Haunting of Hill House,-,TV Series,"['Drama', 'Horror', 'Mystery', 'Thriller']",8.7,0,50,Color,English,0,https://www.imdb.com/title/tt6763664/,123931
Veronica Mars ,2014,Movie,"['Crime', 'Drama', 'Mystery', 'Thriller']",6.8,62,107,Color,English,3485127,https://www.imdb.com/title/tt2771372/,47897
Bad Times at the El Royale ,2018,Movie,"['Crime', 'Drama', 'Mystery', 'Thriller']",7.1,60,141,Color,English,31882724,https://www.imdb.com/title/tt6628394/,98935
John Wick ,2014,Movie,"['Action', 'Crime', 'Thriller']",7.4,68,101,Color,English,86013056,https://www.imdb.com/title/tt2911666/,472379
Reservoir Dogs ,1992,Movie,"['Crime', 'Drama', 'Thriller']",8.3,79,99,Color,English,2859750,https://www.imdb.com/title/tt0105236/,841563
The Wolf of Wall Street ,2013,Movie,"['Biography', 'Crime', 'Drama']",8.2,75,180,Color,English,392000694,https://www.imdb.com/title/tt0993846/,1053822
Dark Phoenix ,2019,Movie,"['Action', 'Adventure', 'Sci-Fi']",5.9,43,113,Color,English,252442974,https://www.imdb.com/title/tt6565702/,68475
Gilmore Girls,-,TV Series,"['Comedy', 'Drama']",8.1,0,44,Color,English,0,https://www.imdb.com/title/tt0238784/,88393
Mission: Impossible - Fallout ,2018,Movie,"['Action', 'Adventure', 'Thriller']",7.8,86,147,Color,English,791115104,https://www.imdb.com/title/tt4912910/,245175
Narcos,-,TV Series,"['Biography', 'Crime', 'Drama', 'Thriller']",8.8,0,49,Color,English,0,https://www.imdb.com/title/tt2707408/,304296
The Simpsons,-,TV Series,"['Animation', 'Comedy']",8.7,0,22,Color,English,0,https://www.imdb.com/title/tt0096697/,338218
Deadpool 2 ,2018,Movie,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",7.7,66,119,Color,English,785046920,https://www.imdb.com/title/tt5463162/,411425
Deadwood,-,TV Series,"['Crime', 'Drama', 'History', 'Western']",8.7,0,55,Color,English,0,https://www.imdb.com/title/tt0348914/,86444
The Marvelous Mrs. Maisel,-,TV Series,"['Comedy', 'Drama']",8.8,0,0,Color,English,0,https://www.imdb.com/title/tt5788792/,47726
The NeverEnding Story ,1984,Movie,"['Adventure', 'Drama', 'Family', 'Fantasy']",7.4,46,102,Color,English,20250857,https://www.imdb.com/title/tt0088323/,121255
The Godfather ,1972,Movie,"['Crime', 'Drama']",9.2,100,175,Color,English,246120974,https://www.imdb.com/title/tt0068646/,1462719
Comedians in Cars Getting Coffee,-,TV Series,"['Comedy', 'Talk-Show']",8.1,0,20,Color,English,0,https://www.imdb.com/title/tt2314952/,9266
Harry Potter and the Sorcerer's Stone ,2001,Movie,"['Adventure', 'Family', 'Fantasy']",7.6,64,152,Color,English,978087613,https://www.imdb.com/title/tt0241527/,578206
True Romance ,1993,Movie,"['Crime', 'Drama', 'Romance', 'Thriller']",7.9,59,119,Color,English,12281551,https://www.imdb.com/title/tt0108399/,191041
Black Panther ,2018,Movie,"['Action', 'Adventure', 'Sci-Fi']",7.3,88,134,Color,English,1346913161,https://www.imdb.com/title/tt1825683/,537445
Venom ,2018,Movie,"['Action', 'Sci-Fi', 'Thriller']",6.7,35,112,Color,English,856085151,https://www.imdb.com/title/tt1270797/,300275
This Is Us,-,TV Series,"['Comedy', 'Drama', 'Romance']",8.7,0,45,Color,English,0,https://www.imdb.com/title/tt5555260/,79095
The Last Kingdom,-,TV Series,"['Action', 'Drama', 'History']",8.3,0,60,Color,English,0,https://www.imdb.com/title/tt4179452/,56023
Titanic ,1997,Movie,"['Drama', 'Romance']",7.8,75,194,Color,English,2187463944,https://www.imdb.com/title/tt0120338/,969943
The Dead Don't Die ,2019,Movie,"['Comedy', 'Fantasy', 'Horror']",5.8,54,104,Color,English,13963605,https://www.imdb.com/title/tt8695030/,14801
Overlord ,2018,Movie,"['Action', 'Adventure', 'Horror', 'Mystery', 'Sci-Fi', 'War']",6.7,60,110,Color,English,41657844,https://www.imdb.com/title/tt4530422/,62907
The Orville,-,TV Series,"['Adventure', 'Comedy', 'Drama', 'Sci-Fi']",7.9,0,44,Color,English,0,https://www.imdb.com/title/tt5691552/,50930
Power Rangers ,2017,Movie,"['Action', 'Adventure', 'Sci-Fi']",5.9,44,124,Color,English,142337240,https://www.imdb.com/title/tt3717490/,94482
The Act,-,TV Series,"['Biography', 'Crime', 'Drama', 'Thriller']",8.1,0,60,Color,English,0,https://www.imdb.com/title/tt8682948/,11416
Get Out ,2017,Movie,"['Horror', 'Mystery', 'Thriller']",7.7,84,104,Color,English,255413717,https://www.imdb.com/title/tt5052448/,417341
Vis a vis,-,TV Series,"['Drama', 'Thriller']",8.3,0,53,Color,Spanish,0,https://www.imdb.com/title/tt4524056/,5074
What/If,-,TV Series,['Thriller'],6.3,0,55,Color,English,0,https://www.imdb.com/title/tt8860450/,9203
Guardians of the Galaxy ,2014,Movie,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",8.1,76,121,Color,English,772776600,https://www.imdb.com/title/tt2015381/,967704
Batman Begins ,2005,Movie,"['Action', 'Adventure']",8.2,70,140,Color,English,373413297,https://www.imdb.com/title/tt0372784/,1209494
The Man in the High Castle,-,TV Series,"['Drama', 'Sci-Fi', 'Thriller']",8.1,0,60,Color,English,0,https://www.imdb.com/title/tt1740299/,68250
Altered Carbon,-,TV Series,"['Action', 'Drama', 'Sci-Fi', 'Thriller']",8.1,0,60,Color,English,0,https://www.imdb.com/title/tt2261227/,107689
Bosch,-,TV Series,"['Crime', 'Drama']",8.4,0,51,Color,English,0,https://www.imdb.com/title/tt3502248/,34935
New Girl,-,TV Series,['Comedy'],7.7,0,22,Color,English,0,https://www.imdb.com/title/tt1826940/,171749
Crazy Rich Asians ,2018,Movie,"['Comedy', 'Drama', 'Romance']",6.9,74,120,Color,English,238532921,https://www.imdb.com/title/tt3104988/,106692
How to Get Away with Murder,-,TV Series,"['Crime', 'Drama', 'Mystery', 'Thriller']",8.2,0,43,Color,English,0,https://www.imdb.com/title/tt3205802/,106245
The Matrix ,1999,Movie,"['Action', 'Sci-Fi']",8.7,73,136,Color,English,464935244,https://www.imdb.com/title/tt0133093/,1533974
Apollo 13 ,1995,Movie,"['Adventure', 'Drama', 'History']",7.6,77,140,Color,English,355237933,https://www.imdb.com/title/tt0112384/,249326
Star Trek: Voyager,-,TV Series,"['Action', 'Adventure', 'Sci-Fi']",7.8,0,44,Color,English,0,https://www.imdb.com/title/tt0112178/,52324
Community,-,TV Series,['Comedy'],8.5,0,22,Color,English,0,https://www.imdb.com/title/tt1439629/,177295
Barry,-,TV Series,"['Comedy', 'Crime', 'Drama']",8.3,0,30,Color,English,0,https://www.imdb.com/title/tt5348176/,27575
The Good Fight,-,TV Series,"['Crime', 'Drama']",8.3,0,45,Color,English,0,https://www.imdb.com/title/tt5853176/,15718
Five Feet Apart ,2019,Movie,"['Drama', 'Romance']",7.2,53,116,Color,English,88429378,https://www.imdb.com/title/tt6472976/,21076
Cats ,1998,Movie,['Musical'],7.7,0,120,Color,English,0,https://www.imdb.com/title/tt0173714/,3532
Tales of the City,-,TV Series,['Drama'],7.5,0,60,Color,English,0,https://www.imdb.com/title/tt7087260/,4345
Snowpiercer ,2013,Movie,"['Action', 'Drama', 'Sci-Fi']",7.1,84,126,Color,English,86758912,https://www.imdb.com/title/tt1706620/,245666
The Kitchen ,2019,Movie,"['Action', 'Crime', 'Drama']",5.2,36,102,Color,English,14484235,https://www.imdb.com/title/tt5822564/,2622
True Blood,-,TV Series,"['Drama', 'Fantasy', 'Mystery', 'Romance', 'Thriller']",7.9,0,"4,800 min",Color,English,0,https://www.imdb.com/title/tt0844441/,220401
Harlots,-,TV Series,['Drama'],7.7,0,45,Color,English,0,https://www.imdb.com/title/tt5761478/,5140
Road House ,1989,Movie,"['Action', 'Thriller']",6.6,36,114,Color,English,30050028,https://www.imdb.com/title/tt0098206/,56198
House of Cards,-,TV Series,['Drama'],8.8,0,51,Color,English,0,https://www.imdb.com/title/tt1856010/,436592
Adam ,2019,Movie,['Comedy'],2,64,95,Color,English,0,https://www.imdb.com/title/tt6316466/,800
The Jungle Book ,2016,Movie,"['Adventure', 'Drama', 'Family', 'Fantasy']",7.4,77,106,Color,English,966550600,https://www.imdb.com/title/tt3040964/,244178
The X Files,-,TV Series,"['Crime', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']",8.6,0,45,Color,English,0,https://www.imdb.com/title/tt0106179/,185540
Blue Bloods,-,TV Series,"['Crime', 'Drama', 'Mystery', 'Thriller']",7.5,0,0,Color,English,0,https://www.imdb.com/title/tt1595859/,29310
Judgementall Hai Kya ,2019,Movie,"['Comedy', 'Drama', 'Thriller']",6.2,0,121,Color,Hindi,520662,https://www.imdb.com/title/tt8108196/,2209
"Beverly Hills, 90210",-,TV Series,"['Drama', 'Romance']",6.3,0,44,Color,English,0,https://www.imdb.com/title/tt0098749/,29105
Legends of Tomorrow,-,TV Series,"['Action', 'Adventure', 'Drama', 'Sci-Fi']",6.8,0,42,Color,English,0,https://www.imdb.com/title/tt4532368/,82427
Family Guy,-,TV Series,"['Animation', 'Comedy']",8.1,0,22,Color,English,0,https://www.imdb.com/title/tt0182576/,286583
The Punisher,-,TV Series,"['Action', 'Adventure', 'Crime', 'Drama', 'Sci-Fi', 'Thriller']",8.6,0,53,Color,English,0,https://www.imdb.com/title/tt5675620/,155244
Chicago P.D.,-,TV Series,"['Action', 'Crime', 'Drama', 'Thriller']",8.1,0,43,Color,English,0,https://www.imdb.com/title/tt2805096/,23143
Glass ,2019,Movie,"['Drama', 'Sci-Fi', 'Thriller']",6.7,43,129,Color,English,246985576,https://www.imdb.com/title/tt6823368/,153217
You,-,TV Series,"['Crime', 'Drama', 'Romance', 'Thriller']",7.8,0,45,Color,English,0,https://www.imdb.com/title/tt7335184/,68542
Mad Max: Fury Road ,2015,Movie,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",8.1,90,120,Color,English,375209362,https://www.imdb.com/title/tt1392190/,793200
Gisaengchung ,2019,Movie,"['Comedy', 'Drama', 'Thriller']",8.5,89,132,Color,Korean,90137817,https://www.imdb.com/title/tt6751668/,22847
Pearson,-,TV Series,['Drama'],6.5,0,60,Color,English,0,https://www.imdb.com/title/tt8115460/,852
Angel Has Fallen ,2019,Movie,"['Action', 'Thriller']",6.7,45,121,Color,English,52116507,https://www.imdb.com/title/tt6189022/,9929
Love ,2015,Movie,"['Drama', 'Romance']",6.1,51,135,Color,English,861057,https://www.imdb.com/title/tt3774694/,38295
The Society,-,TV Series,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",7.1,0,58,Color,English,0,https://www.imdb.com/title/tt8778064/,11836
Inception ,2010,Movie,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",8.8,74,148,Color,English,829895144,https://www.imdb.com/title/tt1375666/,1868165
The Originals,-,TV Series,"['Drama', 'Fantasy', 'Horror', 'Mystery']",8.2,0,45,Color,English,0,https://www.imdb.com/title/tt2632424/,106961
The InBetween,-,TV Series,"['Drama', 'Sci-Fi']",7,0,43,Color,English,0,https://www.imdb.com/title/tt7861612/,2169
What We Do in the Shadows,-,TV Series,"['Comedy', 'Fantasy', 'Horror']",8.4,0,30,Color,English,0,https://www.imdb.com/title/tt7908628/,13233
Fighting with My Family ,2019,Movie,"['Biography', 'Comedy', 'Drama', 'Sport']",7.1,68,108,Color,English,39058886,https://www.imdb.com/title/tt6513120/,38224
Baby Driver ,2017,Movie,"['Action', 'Crime', 'Drama', 'Music', 'Thriller']",7.6,86,113,Color,English,226945087,https://www.imdb.com/title/tt3890160/,378293
The Spy Who Dumped Me ,2018,Movie,"['Action', 'Adventure', 'Comedy']",6,52,117,Color,English,75320680,https://www.imdb.com/title/tt6663582/,54305
Line of Duty,-,TV Series,"['Crime', 'Drama', 'Mystery', 'Thriller']",8.6,0,60,Color,English,0,https://www.imdb.com/title/tt2303687/,23046
Younger,-,TV Series,"['Comedy', 'Romance']",7.8,0,22,Color,English,0,https://www.imdb.com/title/tt3288518/,14706
The Hunger Games ,2012,Movie,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",7.2,68,142,Color,English,694394724,https://www.imdb.com/title/tt1392170/,801789
The Greatest Showman ,2017,Movie,"['Biography', 'Drama', 'Musical']",7.6,48,105,Color,English,434993183,https://www.imdb.com/title/tt1485796/,204980
Robin Hood ,2018,Movie,"['Action', 'Adventure', 'Thriller']",5.3,32,116,Color,English,84780546,https://www.imdb.com/title/tt4532826/,47555
Wentworth,-,TV Series,"['Crime', 'Drama']",8.6,0,45,Color,English,0,https://www.imdb.com/title/tt2433738/,15021
Mary Poppins ,1964,Movie,"['Comedy', 'Family', 'Fantasy', 'Musical']",7.8,88,139,Color,English,103078700,https://www.imdb.com/title/tt0058331/,145394
Chilling Adventures of Sabrina,-,TV Series,"['Drama', 'Fantasy', 'Horror', 'Mystery', 'Thriller']",7.7,0,60,Color,English,0,https://www.imdb.com/title/tt7569592/,53086
Forrest Gump ,1994,Movie,"['Drama', 'Romance']",8.8,82,142, Black and White,English,678151134,https://www.imdb.com/title/tt0109830/,1639027
Escape Plan: The Extractors ,2019,Movie,"['Action', 'Crime', 'Thriller']",4.4,0,97,Color,English,1732656,https://www.imdb.com/title/tt6772804/,5259
"Love, Death & Robots",-,TV Series,"['Animation', 'Short', 'Comedy', 'Fantasy', 'Horror', 'Sci-Fi']",8.6,0,15,Color,English,0,https://www.imdb.com/title/tt9561862/,64140
Workin' Moms,-,TV Series,['Comedy'],7,0,30,Color,English,0,https://www.imdb.com/title/tt6143796/,4719
Daredevil,-,TV Series,"['Action', 'Crime', 'Drama', 'Fantasy', 'Sci-Fi', 'Thriller']",8.6,0,54,Color,English,0,https://www.imdb.com/title/tt3322312/,334824
Keeping Faith,-,TV Series,"['Drama', 'Mystery', 'Thriller']",7.1,0,60,Color,English,0,https://www.imdb.com/title/tt6658720/,2306
Swiped ,2018,Movie,['Comedy'],3.6,0,93,Color,English,0,https://www.imdb.com/title/tt4867110/,6503
Hidden Figures ,2016,Movie,"['Biography', 'Drama', 'History']",7.8,74,127,Color,English,235956898,https://www.imdb.com/title/tt4846340/,175077
The Silence of the Lambs ,1991,Movie,"['Crime', 'Drama', 'Thriller']",8.6,85,118,Color,English,272753884,https://www.imdb.com/title/tt0102926/,1153530
Instinct,-,TV Series,"['Crime', 'Drama', 'Mystery', 'Thriller']",6.5,0,60,Color,English,0,https://www.imdb.com/title/tt4124758/,5089
Pretty Little Liars,-,TV Series,"['Drama', 'Mystery', 'Romance', 'Thriller']",7.4,0,0,Color,English,0,https://www.imdb.com/title/tt1578873/,144072
Spartacus: Blood and Sand,-,TV Series,"['Action', 'Adventure', 'Biography', 'Drama', 'History', 'Romance']",8.5,0,55,Color,English,0,https://www.imdb.com/title/tt1442449/,208026
Lethal Weapon,-,TV Series,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']",7.9,0,44,Color,English,0,https://www.imdb.com/title/tt5164196/,32871
Buffy the Vampire Slayer,-,TV Series,"['Action', 'Drama', 'Fantasy', 'Romance']",8.2,0,44,Color,English,0,https://www.imdb.com/title/tt0118276/,119599
Silicon Valley,-,TV Series,['Comedy'],8.5,0,28,Color,English,0,https://www.imdb.com/title/tt2575988/,106163
The Meg ,2018,Movie,"['Action', 'Horror', 'Sci-Fi', 'Thriller']",5.7,46,113,Color,English,530243742,https://www.imdb.com/title/tt4779682/,122944
The Right Stuff ,1983,Movie,"['Adventure', 'Biography', 'Drama', 'History']",7.8,91,193,Color,English,21192102,https://www.imdb.com/title/tt0086197/,52927
Kill Bill: Vol. 1 ,2003,Movie,"['Action', 'Crime', 'Thriller']",8.1,69,111, Black and White,English,180899045,https://www.imdb.com/title/tt0266697/,921072
Arrested Development,-,TV Series,['Comedy'],8.8,0,22,Color,English,0,https://www.imdb.com/title/tt0367279/,259350
A Quiet Place ,2018,Movie,"['Drama', 'Horror', 'Sci-Fi']",7.5,82,90,Color,English,340939361,https://www.imdb.com/title/tt6644200/,320400
Hotel Mumbai ,2018,Movie,"['Drama', 'History', 'Thriller']",7.6,64,123,Color,English,20190985,https://www.imdb.com/title/tt5461944/,27827
Dazed and Confused ,1993,Movie,['Comedy'],7.6,78,102,Color,English,7993039,https://www.imdb.com/title/tt0106677/,149042
Flesh+Blood ,1985,Movie,"['Adventure', 'Drama']",6.7,0,126,Color,English,0,https://www.imdb.com/title/tt0089153/,15320
Them That Follow ,2019,Movie,['Thriller'],5.4,58,98,Color,English,159218,https://www.imdb.com/title/tt7313348/,486
Red Sparrow ,2018,Movie,"['Action', 'Drama', 'Thriller']",6.6,53,140,Color,English,151572634,https://www.imdb.com/title/tt2873282/,141905
Wynonna Earp,-,TV Series,"['Action', 'Drama', 'Fantasy', 'Mystery', 'Thriller', 'Western']",7.4,0,60,Color,English,0,https://www.imdb.com/title/tt4878326/,15131
Good Girls,-,TV Series,"['Comedy', 'Crime', 'Drama']",7.9,0,43,Color,English,0,https://www.imdb.com/title/tt6474378/,20221
Baywatch,-,TV Series,"['Action', 'Adventure', 'Crime', 'Drama', 'Romance']",5.2,0,60,Color,English,0,https://www.imdb.com/title/tt0096542/,23062
Brightburn ,2019,Movie,"['Horror', 'Sci-Fi']",6.2,44,90,Color,English,32632139,https://www.imdb.com/title/tt7752126/,40493
